Date,Ticker,Open,High,Low,Close,Volume
,,MSFT,MSFT,MSFT,MSFT,MSFT
2000-01-03,MSFT,35.8496236519903,36.23140878140447,34.20794759550938,35.601463317871094,53228400
2000-01-04,MSFT,34.685169179749145,35.77325649028613,34.284294907446046,34.39883041381836,54119000
2000-01-05,MSFT,33.940697625467635,35.54419515108028,33.40619845026342,34.76153564453125,64059600
2000-01-06,MSFT,34.265192313627765,34.78060189160434,33.10074845227329,33.597068786621094,54976600
2000-01-07,MSFT,33.17712027934316,34.28429690546623,32.7762459836779,34.036136627197266,62013600
2000-01-10,MSFT,34.64699374540877,34.723350756417936,34.01704840458316,34.284297943115234,44963600
2000-01-11,MSFT,34.05522349330357,34.895150530133925,33.196207205636156,33.40618896484375,46743600
2000-01-12,MSFT,33.138945541787415,33.2534810678535,31.89814400940482,32.31810760498047,66532400
2000-01-13,MSFT,31.87904636548913,33.17711531929348,31.00094089673913,32.928955078125,83144000
2000-01-14,MSFT,32.73806847017964,34.7997077674271,32.29901565687694,34.284297943115234,73416400
2000-01-18,MSFT,34.150660151453195,35.58235356193894,34.131570905980055,35.21965789794922,81483600
2000-01-19,MSFT,33.749783810054026,34.055211717837324,32.3753582250292,32.6807861328125,97568200
2000-01-20,MSFT,32.6998950018073,33.501643740905905,32.33719914364365,32.3753776550293,56349800
2000-01-21,MSFT,32.68079126197171,32.75714825090156,31.53543642802411,31.68815040588379,68416200
2000-01-24,MSFT,31.702474243846943,32.27992409835627,30.790962490034694,30.92458724975586,63597600
2000-01-25,MSFT,30.848223431711865,31.72632880167396,30.40917074673082,31.401811599731445,59823200
2000-01-26,MSFT,31.287286885579427,31.61180419921875,30.27555643717448,30.351913452148438,49365000
2000-01-27,MSFT,30.509397223025935,30.905499204804624,29.702876320368127,30.16101837158203,63654800
2000-01-28,MSFT,29.97012990121623,30.619164561497346,29.702880335218122,30.00830841064453,58225400
2000-01-31,MSFT,29.817403693461024,29.9892069157665,28.97747682885649,29.893760681152344,73194200
2000-02-01,MSFT,30.084659884463818,31.535442975338977,29.836499618919383,31.43999671936035,70196600
2000-02-02,MSFT,31.287284689073743,31.745426746753896,30.695517864570213,30.790964126586914,49915600
2000-02-03,MSFT,31.172747355462267,31.821781899299204,30.580980565493295,31.649978637695312,49186000
2000-02-04,MSFT,31.87904129699528,32.98621758156158,31.807456623424184,32.54716491699219,55365400
2000-02-07,MSFT,32.623532864301175,32.642622117001174,31.840873503601145,32.56626510620117,40005800
2000-02-08,MSFT,32.50899715542861,33.597084552879835,32.50899715542861,33.57799530029297,56229000
2000-02-09,MSFT,33.425277818854035,33.425277818854035,31.72633451452622,31.76451301574707,55090000
2000-02-10,MSFT,31.73111527539649,32.54718095626471,31.30637933623116,32.3753776550293,54527800
2000-02-11,MSFT,32.0317649793595,32.0317649793595,30.275553788596053,30.523714065551758,115559000
2000-02-14,MSFT,30.919818621806545,31.077304964532217,30.25646705699236,30.42827033996582,81028600
2000-02-15,MSFT,30.46643829345703,30.542795281661185,29.970117870130036,30.103742599487305,71027600
2000-02-16,MSFT,30.313716458602688,30.60005509013861,29.664682227121272,29.81739616394043,65202600
2000-02-17,MSFT,30.084663774018903,30.447359593629535,29.669472506833046,30.42827033996582,80343400
2000-02-18,MSFT,30.542810804980274,30.561900061733386,28.977491751225035,29.034759521484375,79063000
2000-02-22,MSFT,29.053832077646476,29.664687942616705,28.34752998377465,28.652957916259766,66296200
2000-02-23,MSFT,28.55751010277543,29.24472291273527,28.11845747418998,28.78658103942871,75847200
2000-02-24,MSFT,28.786582755539225,29.28290314787611,28.099369904611233,28.93929672241211,69733200
2000-02-25,MSFT,28.920214278986812,28.924986591574104,27.641234505592674,27.889394760131836,65301400
2000-02-28,MSFT,27.564883032268224,28.137560657592356,26.915848390234206,27.965757369995117,76131800
2000-02-29,MSFT,28.023016010631213,28.023016010631213,27.144910604303533,27.297624588012695,58437400
2000-03-01,MSFT,27.37397016563337,28.738850825914252,27.163988525590156,27.736665725708008,106889800
2000-03-02,MSFT,28.042109248149824,29.13019653687994,27.832127490675592,28.51934051513672,106932600
2000-03-03,MSFT,28.939285863670477,30.199175617629745,28.67203652192154,29.359249114990234,101435200
2000-03-06,MSFT,29.32108230064655,29.741045719015187,27.526693149435108,27.679407119750977,93609400
2000-03-07,MSFT,29.35926383469018,29.779227296564812,28.080284200799255,28.366622924804688,135061000
2000-03-08,MSFT,28.652968495869807,29.378360103360183,27.793952118578574,29.187467575073242,94290000
2000-03-09,MSFT,29.111107110977173,30.542800903320312,29.015660858154295,30.542800903320312,88198800
2000-03-10,MSFT,30.409164416908038,31.306358847287623,30.39007517370847,30.848217010498047,85589000
2000-03-13,MSFT,29.817417894090923,30.619166646684917,29.779239382062638,29.93195343017578,61831800
2000-03-14,MSFT,30.122846625950896,30.31373919012042,29.053848266601562,29.053848266601562,73489200
2000-03-15,MSFT,28.882024020073768,29.511969025138164,28.61477462398584,29.130184173583984,53208000
2000-03-16,MSFT,29.301987356783364,29.531058267715874,28.481149925941878,29.130184173583984,77300800
2000-03-17,MSFT,29.092022705078126,30.390091959635416,28.86295166015625,30.351913452148438,81161600
